name,pm_ra,pm_dec,parallax,spect_type,lii,bii,vmag,bv_color,vi_color,vi_color_reduct,_class,dist
HIP 20724,  122.04, -163.78,  17.13,G5,139.40327317,14.45211537, 9.76, 0.837,0.86,0.79,STAR G5,58.3771161704612
HIP 109474,  -64.78,   24.17,  30.61,F2V,110.00157911,11.40941533, 5.52, 0.391,0.46,0.43,STAR F2V,32.6690623979092
HIP 52193,  -32.79,  -14.01,  11.26,F8,137.56375317,43.0531137, 8.15, 0.377,0.44,0.49,STAR F8,88.809946714032
HIP 2120, -135.47, -148.03,  61.39,M0,120.83284462,7.371171,10.52, 1.459,1.85,1.85,STAR M0,16.2892979312592
HIP 74097,    9.32,   10.59,  14.44,G5,107.83291897,42.73445414, 8.03, 0.529,0.6,0.57,STAR G5,69.2520775623269
HIP 7992, -100.85,   62.63,  10.68,F8,127.27964552,7.73516621, 7.92, 0.506,0.58,0.62,STAR F8,93.6329588014981
HIP 19655,  -99.46,   31.86,  38.64,M0V:,138.49407057,13.68252509, 9.73, 1.216,1.36,1.36,STAR M0V,25.879917184265
HIP 38018,  -93.43, -151.78,  35.13,G0,145.25830949,30.13560665, 7.06, 0.712,0.77,0.75,STAR G0,28.4656988329063
HIP 58591,   -2.87,   12.75,  11.00,A0,129.07762423,46.282426, 6.75, 0.101,0.11,0.1,STAR A0,90.9090909090909
HIP 109324,   77.77,  -27.24,  12.21,F2,109.94598504,11.5824039, 7.76, 0.483,0.55,0.55,STAR F2,81.9000819000819
HIP 7078,  137.53,  -76.00,  34.19,F6V,126.30585441,7.65411411, 5.82, 0.489,0.56,0.55,STAR F6V,29.2483182217023
HIP 97433,   80.18,   39.02,  22.40,G8III,102.43106972,20.82928804, 3.84, 0.888,0.88,0.88,STAR G8III,44.6428571428571
HIP 66578, -403.80,  -26.15,  40.33,DA:,117.17472127,46.30909788,12.79,-0.112,-0.1,-0.1,WHITE DWARF D A,24.7954376394743
HIP 113195,   39.42,    0.38,  11.92,A5,113.3879778,9.60605495, 7.48, 0.298,0.34,0.39,STAR A5,83.8926174496644
HIP 107457,  120.47,   80.63,  26.33,G5,108.46635911,12.88407138, 8.00, 0.727,0.78,0.74,STAR G5,37.9794910748196
HIP 115770,  120.97,   -4.43,  15.81,A6IV,115.9207504,8.64226814, 5.60, 0.163,0.18,0.18,STAR A6IV,63.2511068943707
HIP 79981,   65.43,   27.47,  23.04,F8,103.33742937,37.83988288, 7.52, 0.564,0.64,0.64,STAR F8,43.4027777777778
HIP 77290,  -17.02,  -22.64,  17.07,F8,105.20452397,40.17200187, 7.76, 0.490,0.56,0.58,STAR F8,58.5823081429408
HIP 3876,  370.41,  201.47,  46.47,K0,122.79064104,7.57770757, 7.75, 0.900,0.94,0.94,STAR K0,21.519259737465
HIP 86568, -211.11,   81.09,  17.00,G5,101.02089496,31.27892928, 9.72, 0.760,0.8,0.8,STAR G5,58.8235294117647
HIP 105766,   41.22,   39.59,  38.86,G5,107.27446598,14.16919742, 7.26, 0.619,0.69,0.69,STAR G5,25.7334019557385
HIP 35134,   14.26,  -92.28,  12.40,G2IV,144.89472871,27.47452004, 7.91, 0.675,0.73,0.73,STAR G2IV,80.6451612903226
HIP 117811,   18.48,    3.08,  11.13,F8,118.10663745,8.18835961, 9.08, 0.508,0.58,0.58,STAR F8,89.8472596585804
HIP 72470, -119.10,  120.90,  21.81,K5,109.88495175,43.49878406,10.64, 1.552,2.45,2.45,STAR K5,45.8505272810637
HIP 107055,  144.49,   87.44,  18.82,G5,108.28340021,13.30136888, 8.33, 0.653,0.72,0.67,STAR G5,53.134962805526
HIP 82522,  -72.37,    8.96,  18.87,K5,102.22865328,35.27436003,10.5, 1.050,1.1,2.45,STAR K5,52.9941706412295
HIP 39718,   88.51,   19.51,  11.46,G0,144.63368902,31.73325595, 9.34, 0.707,0.76,0.7,STAR G0,87.2600349040139
HIP 32114,  -13.06,  -68.02,  12.09,G0,144.37935034,24.73873118, 8.46, 0.599,0.67,0.66,STAR G0,82.7129859387924
HIP 8016,   76.62,  -13.62,  11.62,B9V,127.21463501,8.18016781, 5.18,-0.022,0,0,STAR B9V,86.0585197934596
HIP 22879,  132.86, -264.08,  12.27,G0V,140.54846801,16.67461413, 8.89, 0.570,0.64,0.64,STAR G0V,81.4995925020375
HIP 113933,   34.59,   -1.54,  11.47,G0,114.21734118,9.59692435, 8.32, 0.448,0.52,0.52,STAR G0,87.1839581517001
HIP 103650,  151.18,  -47.05,  38.87,K2,105.99226828,15.87179276, 9.32, 1.120,1.2,1.2,STAR K2,25.7267815796244
HIP 44229,  114.78, -499.11,  15.17,K3,143.16843357,35.98395716,10.65, 0.931,0.98,0.98,STAR K3,65.9195781147001
HIP 115678,   27.02,   29.40,  10.02,A2,115.94201521,8.97938551, 6.66, 0.297,0.34,0.31,STAR A2,99.8003992015968
HIP 96512,  -64.59, -150.86,  19.20,K0,102.54949231,21.85119657, 9.98, 0.810,0.85,0.84,STAR K0,52.0833333333333
HIP 8719,   25.96,   18.41,  12.28,F8,127.94032522,8.47255954, 7.63, 0.549,0.62,0.62,STAR F8,81.4332247557003
HIP 63216,    8.40,   -5.44,  10.17,F0,122.24900015,46.36536286, 7.70, 0.387,0.45,0.45,STAR F0,98.3284169124877
HIP 29761,  -13.18, -443.07,  38.89,G5,143.57110285,22.67573634, 7.43, 0.776,0.82,0.81,STAR G5,25.7135510413988
HIP 100073,  -17.68,  -54.91,  10.66,A5,104.0848018,18.80606422, 7.25, 0.326,0.38,0.42,STAR A5,93.8086303939962
HIP 25949,   -4.82,  -55.00,  13.99,G5,142.06293451,19.36554337, 8.57, 0.681,0.74,0.72,STAR G5,71.4796283059328
HIP 73135,   29.29,  -22.20,  16.57,F8,109.45959676,42.86515046, 8.31, 0.601,0.67,0.69,STAR F8,60.3500301750151
HIP 99774,   43.23, -217.14,  17.78,G5,103.9871251,19.09200876, 9.15, 0.616,0.68,0.65,STAR G5,56.2429696287964
HIP 49344, -110.34, -207.17,  15.94,F8,139.59448338,40.41975051, 8.41, 0.660,0.72,0.71,STAR F8,62.7352572145546
HIP 17854,   20.91,  -62.70,  10.02,A2m,136.54564471,12.86209668, 5.40, 0.096,0.1,0.1,STAR A2,99.8003992015968
HIP 78217,  -59.70,  253.89,  34.35,G5,105.04969816,39.09039723, 7.26, 0.654,0.72,0.72,STAR G5,29.1120815138282
HIP 9480,  -54.46,  -10.69,  27.91,A3IV,128.6859541,8.82730155, 4.49, 0.164,0.2,0.2,STAR A3IV,35.8294518093873
HIP 79619,   -2.59, -286.16,  24.58,G5,104.19810565,37.91864786, 7.83, 0.722,0.77,0.7,STAR G5,40.6834825061025
HIP 102616,  335.80,  536.41,  37.39,K6,105.57294873,16.84317375,10.76, 1.365,1.6,1.6,STAR K6,26.7451190157796
HIP 28061,  156.96,  -95.87,  14.23,,142.7861822,21.19243241,11, 0.500,1.18,0.57,UNIDENTIFIED,70.2740688685875
HIP 28868,  -42.70,    4.71,  12.37,G0,143.02826278,21.95279439, 8.78, 0.535,0.61,0.55,STAR G0,80.8407437348424
HIP 50435,  -42.35,  -48.32,  15.62,Am,138.45798665,41.12693725, 7.36, 0.295,0.34,0.34,STAR A0,64.0204865556978
HIP 50433,  -35.29,  -44.10,  10.70,A7m,138.45450454,41.12313327, 6.66, 0.342,0.4,0.39,STAR A7,93.4579439252336
HIP 115859,    9.91,  -10.73,  11.72,G0,116.25802665,9.32786633, 8.15, 0.706,0.76,0.69,STAR G0,85.3242320819113
HIP 109479,   54.09,  -73.84,  23.70,G0,110.60412059,12.21194371, 7.49, 0.631,0.7,0.67,STAR G0,42.1940928270042
HIP 29421,  -39.58,   27.00,  19.24,F5,143.09947678,22.46211899, 7.48, 0.484,0.56,0.57,STAR F5,51.975051975052
HIP 11111,  533.90, -172.66,  26.92,K2V,130.24438763,9.61710071, 8.94, 0.882,0.93,0.89,STAR K2V,37.147102526003
HIP 62627, -216.91, -178.85,  19.87,,123.10505506,45.93306458,10.04, 0.995,1.04,1.04,UNIDENTIFIED,50.3271263210871
HIP 34082,  -61.23, -410.54,  15.64,G5,144.02457462,26.57859118, 9.34, 0.639,0.7,0.7,STAR G5,63.9386189258312
HIP 86804,  -85.47,  182.30,  19.29,,101.84086821,30.96655458, 9.89, 1.028,1,0.71,UNIDENTIFIED,51.8403317781234
HIP 9665,  -34.61,  -11.53,  11.99,F0,128.78668585,9.17290421, 7.68, 0.367,0.43,0.43,STAR F0,83.4028356964137
HIP 44499,  -21.09,  -27.12,  11.85,F0,142.30900914,36.00449026, 7.09, 0.319,0.37,0.34,STAR F0,84.3881856540084
HIP 106914,  106.20,  -82.21,  15.82,F5,108.71061417,13.96602091, 7.12, 0.476,0.55,0.55,STAR F5,63.2111251580278
HIP 107119,  119.48,   94.49,  18.55,K0III,108.87901414,13.81798302, 4.55, 1.108,1.07,1.07,STAR K0III,53.9083557951482
HIP 109384,  232.70,  -87.43,  18.12,G5,110.64231119,12.41510497, 9.61, 0.780,0.82,0.82,STAR G5,55.1876379690949
HIP 86340, -124.07,  314.23,  41.82,M0,102.06328742,31.40256655, 9.10, 1.117,1.2,1.2,STAR M0,23.9120038259206
HIP 89908,   -5.91,   35.79,  11.28,A0p (Si),101.87555057,28.03553667, 4.22,-0.093,-0.11,-0.11,STAR A0,88.6524822695036
HIP 94802,    7.03,  -48.28,  25.64,G5,102.64525205,23.5713866, 7.07, 0.729,0.78,0.74,STAR G5,39.0015600624025
HIP 57571, -255.93,  -20.16,  18.03,,130.01091744,44.88871879,11.38, 1.369,1.61,1.61,UNIDENTIFIED,55.4631170271769
HIP 80467,   20.76,  -31.86,  29.64,F8,104.20101444,36.94630937, 7.09, 0.624,0.69,0.69,STAR F8,33.7381916329285
HIP 104171,  -48.18, -116.00,  20.36,F3IV,106.9456135,15.95310448, 5.88, 0.386,0.45,0.45,STAR F3IV,49.1159135559921
HIP 82964, -190.01,   86.03,  19.75,G5,103.10540028,34.58042812, 8.14, 0.618,0.69,0.69,STAR G5,50.6329113924051
HIP 89770,  -59.86,   36.85,  19.51,F5,102.07461952,28.17036679, 6.68, 0.444,0.51,0.5,STAR F5,51.2557662737058
HIP 94582,  113.15,  170.63,  18.21,K0,102.78208698,23.80641944, 9.55, 0.770,0.81,0.81,STAR K0,54.9148819330038
HIP 10031,  308.26, -239.61,  36.57,F8,129.05834443,9.61093498, 6.57, 0.551,0.62,0.63,STAR F8,27.3448181569593
HIP 14944,   13.94,   11.80,  20.55,F8,133.6932182,11.69874403, 7.64, 0.629,0.7,0.7,STAR F8,48.661800486618
HIP 41934,  -86.82, -202.15,  14.83,,142.99804536,33.58625862,10.44, 0.985,1.03,1.03,UNIDENTIFIED,67.4308833445718
HIP 63920, -206.81,  -29.63,  19.52,,121.29307062,45.51919,11.09, 1.600,2.6,2.6,UNIDENTIFIED,51.2295081967213
HIP 50014, -187.80,  -93.40,  14.87,,138.32016582,40.46801976,10.78, 1.020,0.99,0.69,UNIDENTIFIED,67.2494956287828
HIP 58483,  -62.96,  -26.28,  12.96,F5,128.68150812,44.96673993, 8.33, 0.469,0.54,0.58,STAR F5,77.1604938271605
HIP 72358,   44.71,   -8.00,  14.09,F2,110.88422732,42.70130397, 7.86, 0.415,0.48,0.52,STAR F2,70.97232079489
HIP 96264, -109.73,  -71.64,  15.19,F5V,103.34633669,22.35375629, 6.70, 0.428,0.5,0.46,STAR F5V,65.8327847267939
HIP 17178,   31.15,  -41.71,  10.19,F2,135.51163603,13.02879547, 8.76, 0.430,0.5,0.48,STAR F2,98.135426889107
HIP 52796,  -57.20,  -33.61,  12.45,F5,135.57265832,42.30149373, 8.34, 0.476,0.55,0.55,STAR F5,80.3212851405623
HIP 72726, -868.01, -409.29,  21.76,K8:,110.55690763,42.44414076,10.85, 1.592,1.53,2.58,STAR K8,45.9558823529412
HIP 4856, 1745.69, -380.43, 122.77,M3.5e,123.8099328,8.82782492, 9.98, 1.501,2.08,2.08,STAR M3e,8.14531237272949
HIP 28304,  -14.80,    5.36,  15.50,G0,142.12483693,21.68603337, 9.69, 0.862,0.87,0.69,STAR G0,64.5161290322581
HIP 13192,   91.00,  -32.45,  12.78,G5,131.98959909,10.99362693, 8.17, 0.643,0.71,0.66,STAR G5,78.2472613458529
HIP 47469, -229.08,  -57.45,  17.80,F9V,140.11026968,38.35539767, 7.46, 0.530,0.6,0.6,STAR F9V,56.1797752808989
HIP 81961,  -96.80,  114.16,  16.42,G5,103.85782052,35.41561715, 8.66, 0.727,0.78,0.78,STAR G5,60.9013398294762
HIP 34024,   30.96,   55.11,  27.38,F8,143.39500681,26.60225173, 7.15, 0.521,0.59,0.58,STAR F8,36.5230094959825
HIP 73440, -405.35,   80.73,  29.67,G0,109.95394117,41.95865047, 6.64, 0.631,0.7,0.68,STAR G0,33.7040781934614
HIP 102791,  138.83,  100.66,  28.61,G5,106.37624984,17.21709254, 8.23, 0.767,0.81,0.81,STAR G5,34.952813701503
HIP 18438,  -52.27,  -10.00,  16.64,A5m,136.36367314,13.96225523, 6.31, 0.333,0.39,0.37,STAR A5,60.0961538461539
HIP 74326, -190.44,   79.31,  13.75,K0,109.1548593,41.33412486, 9.08, 0.651,0.71,0.71,STAR K0,72.7272727272727
HIP 96702, -190.42, -443.71,  45.88,M:,103.76397758,22.06426672,10.94, 1.480,1.95,1.95,STAR M0,21.795989537925
HIP 86141,   91.84,  -36.49,  52.57,K5,102.72922811,31.50652742, 8.55, 1.089,1.16,1.16,STAR K5,19.0222560395663
HIP 32313, -118.98, -549.44,  44.43,M0:V:,143.01196244,25.17210313,10.92, 1.364,1.6,1.6,STAR M0V,22.5073148773351
HIP 58026,  -79.16,  -16.98,  10.88,F5,129.118592,44.50851629, 7.55, 0.474,0.55,0.55,STAR F5,91.9117647058824
HIP 39822, -237.91, -448.36,  21.15,G2V,143.05820768,31.61626525, 8.18, 0.621,0.69,0.69,STAR G2V,47.2813238770686
HIP 116095,   83.24,    0.55,  10.67,F8,116.76383643,10.07732042, 8.22, 0.521,0.59,0.59,STAR F8,93.7207122774133
HIP 87961,  111.95, -318.71,  21.70,K5,102.6407889,29.80978806,10.82, 1.110,1.19,1.19,STAR K5,46.0829493087558
HIP 31575,  -45.16, -245.80,  20.03,G0,142.74074597,24.56968263, 7.79, 0.700,0.76,0.72,STAR G0,49.9251123315027
HIP 82578, -193.85,  -61.47,  15.24,K5,103.91501038,34.7103687,11.11, 1.552,2.45,2.45,STAR K5,65.6167979002625
HIP 47198, -127.61,  -96.89,  18.08,F5,139.94379257,37.95634434, 7.43, 0.483,0.55,0.52,STAR F5,55.3097345132743
HIP 57387,   17.25,   61.25,  36.31,K8,129.86890144,44.13976484, 8.80, 1.167,1.13,1.13,STAR K8,27.5406224180666
HIP 114256,  229.33,  134.02,  12.30,K1,115.12751741,10.84520197,11.28, 1.489,1.09,2,STAR K1,81.3008130081301
HIP 86614,   26.60, -269.77,  45.38,F5IV-V,102.96932611,31.0308985, 4.57, 0.434,0.5,0.49,STAR F5IV,22.0361392684002
HIP 29036,  -38.96,  -11.26,  25.92,M0,141.93363767,22.46524998,10.62, 1.200,1.16,1.16,STAR M0,38.5802469135802
HIP 86620,   34.97, -273.61,  44.80,G0V,102.97832823,31.02764016, 5.81, 0.530,0.6,0.6,STAR G0V,22.3214285714286
HIP 11679,  286.41, -163.07,  10.41,G,130.43874064,10.77454971, 9.20, 0.600,0.67,0.67,STAR G0,96.0614793467819
HIP 47013,   72.02,  -76.06,  20.06,F7V,139.92566359,37.7423957, 5.77, 0.530,0.6,0.59,STAR F7V,49.8504486540379
HIP 115894,   57.56,   85.25,  17.59,G0,116.64896654,10.37350277, 7.74, 0.499,0.57,0.55,STAR G0,56.8504832291074
HIP 107230,  -43.24,  -40.59,  13.19,K0III,109.6486724,14.50297548, 5.18, 1.063,1.03,1.02,STAR K0III,75.8150113722517
HIP 10715,  -92.88,   61.48,  14.76,G5,129.46437119,10.57894512, 8.68, 0.638,0.7,0.66,STAR G5,67.7506775067751
HIP 74092,   84.04,   -7.35,  21.16,G0,109.85298657,41.09710597, 7.84, 0.602,0.67,0.67,STAR G0,47.2589792060492
HIP 37427,  -39.55,  -70.87,  11.13,G0,142.79783114,29.49598642, 8.62, 0.669,0.73,0.72,STAR G0,89.8472596585804
HIP 43131,  -86.08,  -33.59,  13.67,F2,141.65376965,34.39346422, 7.51, 0.415,0.48,0.48,STAR F2,73.1528895391368
HIP 58115,   78.82,   -0.02,  10.18,F5,128.81080389,44.09103956, 8.19, 0.449,0.52,0.57,STAR F5,98.2318271119843
HIP 53248,   28.45,   19.30,  12.23,G0,134.48088532,41.97532978, 8.76, 0.461,0.53,0.48,STAR G0,81.7661488143908
HIP 49144,  -51.61,  -57.78,  10.68,F5,138.19999229,39.28909168, 8.18, 0.518,0.59,0.55,STAR F5,93.6329588014981
HIP 86540, -121.86,  297.22,  34.57,K0,103.29158692,31.05639019, 7.60, 0.720,0.77,0.77,STAR K0,28.9268151576511
HIP 9598,  -44.00,   22.51,  20.12,A2V,128.37514963,10.31469404, 3.95,-0.002,0.03,0.03,STAR A2V,49.7017892644135
HIP 86219,   24.06,   15.34,  10.17,G9III,103.38480502,31.34717782, 5.87, 1.016,0.99,0.98,STAR G9III,98.3284169124877
HIP 27728,  -58.70,   28.06,  13.15,F8,141.16316448,21.49445718, 8.00, 0.458,0.53,0.56,STAR F8,76.0456273764259
HIP 61293,   90.30,  -36.35,  20.83,F8,124.81889021,44.58351762, 7.50, 0.571,0.64,0.64,STAR F8,48.0076812289966
HIP 52544, -352.48,  109.70,  24.02,K4,135.08060904,41.46033616,11, 1.365,1.6,1.6,STAR K4,41.6319733555371
HIP 69240,  -62.17,  -94.72,  18.84,K0,114.94244707,43.29033299, 8.80, 0.773,0.81,1.11,STAR K0,53.0785562632696
HIP 28963,   10.43,  -66.14,  13.19,F2,141.45016251,22.55328544, 7.40, 0.393,0.46,0.46,STAR F2,75.8150113722517
HIP 33589,  -15.62,   20.68,  15.27,F0,142.36484945,26.33526583, 9.41, 0.652,0.72,0.7,STAR F0,65.4878847413229
HIP 34154,   -3.11,  -42.96,  12.02,G5,142.39213692,26.79925311, 8.85, 0.673,0.73,0.72,STAR G5,83.1946755407654
HIP 3750,  133.71,    9.87,  14.65,K0IV,122.68335473,9.80429685, 5.86, 1.010,0.99,0.98,STAR K0IV,68.259385665529
HIP 43273,  -71.73,  -81.11,  15.02,G0,141.26629902,34.42237658, 8.62, 0.574,0.65,0.62,STAR G0,66.577896138482
HIP 113517,  -50.99,  -83.46,  16.86,F5,114.74161918,11.6464367, 7.86, 0.554,0.63,0.63,STAR F5,59.3119810201661
HIP 89937,  531.08, -351.59, 124.11,F7Vvar,103.4572651,28.05836898, 3.55, 0.489,0.62,0.62,STAR F7V,8.05736846345983
HIP 76902, -121.36,  -77.90,  15.48,,107.97483653,38.98652968,10.97,,,0.71,UNIDENTIFIED,64.5994832041344
HIP 15372,   11.80,  -39.89,  11.99,F2,133.38208609,12.97160263, 8.22, 0.470,0.54,0.54,STAR F2,83.4028356964137
HIP 64527,   17.09,  -14.33,  11.36,A2V,120.65516103,44.23131501, 6.57, 0.088,0.1,0.09,STAR A2V,88.0281690140845
HIP 115498,  304.09,   91.32,  12.56,K2,116.476729,11.04098548,11.47, 1.204,1.34,1.34,STAR K2,79.6178343949044
HIP 12273,  -28.90,   15.16,  12.73,G8III,130.70485298,11.57536299, 5.17, 0.896,0.9,0.9,STAR G8III,78.5545954438335
HIP 111575,   91.53,   48.50,  11.81,F5,113.26915441,12.58851955, 8.41, 0.490,0.56,0.56,STAR F5,84.6740050804403
HIP 111570,   89.19,   45.64,  11.91,F5,113.26649961,12.59995237, 7.58, 0.461,0.52,0.52,STAR F5,83.9630562552477
HIP 13677,   41.78,  -42.80,  16.23,G0,131.90216168,12.22477336, 7.66, 0.631,0.7,0.7,STAR G0,61.6142945163278
HIP 99647,  -22.88,    4.81,  10.71,F0,105.8677522,20.13632742, 7.17, 0.334,0.39,0.39,STAR F0,93.3706816059757
HIP 45461,  -85.32,  -56.00,  11.21,F0III,139.99201044,36.13957982, 5.93, 0.179,0.2,0.2,STAR F0III,89.2060660124889
HIP 29957,   23.74,  -97.11,  12.89,F2,141.37334124,23.4792838, 7.80, 0.471,0.54,0.54,STAR F2,77.5795190069822
HIP 22973, -142.81,  189.96,  15.17,,138.62785625,18.09615125, 9.89, 0.790,0.83,1.67,UNIDENTIFIED,65.9195781147001
HIP 106418,   44.64,   40.82,  10.96,F2,109.55609163,15.4696734, 8.16, 0.436,0.5,0.5,STAR F2,91.2408759124088
HIP 61974, -288.04,  -67.69,  15.38,G0,123.89381733,44.14644354, 9.25, 0.615,0.68,0.68,STAR G0,65.0195058517555
HIP 98874,  129.99,  169.57,  18.44,G,105.66413969,20.74409971, 8.51, 1.100,0.73,0.73,STAR G0,54.2299349240781
HIP 84886,   46.33,  208.18,  12.64,K0,104.30272737,32.42226027, 8.26, 0.973,0.96,0.94,STAR K0,79.1139240506329
HIP 17580,  -50.32,   38.39,  11.50,G0,134.92753458,14.36953359, 8.34, 0.602,0.67,0.67,STAR G0,86.9565217391304
HIP 22788,   -4.62, -161.06,  12.87,F5,138.43293867,18.00173551, 8.20, 0.524,0.6,0.59,STAR F5,77.7000777000777
HIP 50447,  -57.78,  -68.27,  16.04,F2V,136.52200502,39.7488147, 6.53, 0.336,0.39,0.36,STAR F2V,62.3441396508728
HIP 47260,  -42.41,  -20.33,  14.37,F2V+...,138.83957112,37.46638275, 6.39, 0.352,0.41,0.38,STAR F2V,69.589422407794
HIP 90760,   62.31,  102.64,  16.68,G0,103.88938631,27.33939573, 8.18, 0.559,0.63,0.63,STAR G0,59.9520383693046
HIP 16887,  204.54, -163.90,  17.19,K0,134.38679949,14.01701382, 9.29, 0.824,0.86,1.04,STAR K0,58.173356602676
HIP 82880,   -0.88,  -20.48,  10.27,F0V,105.04099357,34.10807036, 6.29, 0.259,0.29,0.28,STAR F0V,97.3709834469328
HIP 87079,   53.74,  -67.99,  25.10,G0,104.04272248,30.48635808, 7.74, 0.619,0.69,0.69,STAR G0,39.8406374501992
HIP 78703,  -51.72,   91.09,  18.65,F5,107.14230682,37.48589212, 6.85, 0.488,0.56,0.56,STAR F5,53.6193029490617
HIP 108535,  -68.28, -159.81,  26.67,F5V,111.16680768,14.37548764, 5.04, 0.439,0.51,0.51,STAR F5V,37.4953130858643
HIP 104076,  132.85,  136.20,  15.04,G5,108.31188018,17.14858525, 8.73, 0.510,0.58,0.62,STAR G5,66.4893617021277
HIP 78100,  -81.10,  111.50,  11.17,,107.58824645,37.875797,11.25,,,0.71,UNIDENTIFIED,89.5255147717099
HIP 60331, -455.36,  184.36,  23.16,G7V,125.83901528,43.71486136, 7.97, 0.744,0.79,0.79,STAR G7V,43.1778929188256
HIP 36954,  119.85,  334.34,  25.63,G5,141.78359148,29.07845243, 8.51, 0.808,0.85,0.83,STAR G5,39.0167772142021
HIP 33235,  -58.02,   -4.16,  12.41,G0,141.58217017,26.14539956, 9.67, 0.700,0.76,0.69,STAR G0,80.58017727639
HIP 35157,  -26.83,  -15.68,  13.19,F8,141.72407411,27.6532827, 7.75, 0.551,0.62,0.62,STAR F8,75.8150113722517
HIP 81453,  -22.81,   39.16,  10.99,G5,105.85962229,35.24438273, 8.10, 0.536,0.61,0.57,STAR G5,90.9918107370337
HIP 40841, -100.39, -250.65,  10.18,G0V,141.22612333,32.21265959, 8.44, 0.600,0.67,0.67,STAR G0V,98.2318271119843
HIP 69303,   48.86,   77.75,  33.01,K8,115.31423543,42.58266983,10.31, 1.260,1.43,2.58,STAR K8,30.2938503483793
HIP 94648, -116.60,  104.25,  21.73,K3III,104.73251608,24.21119263, 4.45, 1.257,1.15,1.15,STAR K3III,46.0193281178095
HIP 117046,   13.26,  -25.41,  10.19,F8,118.05519697,11.14368164, 8.77, 0.542,0.62,0.58,STAR F8,98.135426889107
HIP 2426,  241.31,  136.51,  36.36,,121.44036335,10.5581765,10.63, 1.359,1.59,1.59,UNIDENTIFIED,27.5027502750275
HIP 56499,   38.84,  -32.82,  14.12,F5,130.24104391,42.63298006, 8.34, 0.475,0.55,0.55,STAR F5,70.8215297450425
HIP 68382,   -8.10,  -17.70,  12.90,G5,116.35140223,42.84499514, 7.80, 0.687,0.74,0.72,STAR G5,77.5193798449612
HIP 45042, -155.17, -282.89,  28.97,K5,139.69929238,35.58293354,10.08, 1.250,1.41,1.41,STAR K5,34.5184673800483
HIP 40848, -312.30, -487.15,  32.22,K1V,141.13362923,32.19772652, 8.36, 0.853,0.9,0.87,STAR K1V,31.0366232153942
HIP 73330,  -85.51,   63.78,  19.01,G5,111.45243291,40.73304467, 8.55, 0.669,0.73,0.68,STAR G5,52.6038926880589
HIP 54952, -403.84,  112.05,  68.13,K5,131.89889415,41.93647015, 7.68, 1.043,1.09,1.09,STAR K5,14.6778218112432
HIP 75152, -119.67,   96.73,  16.81,F5,109.93403575,39.63690949, 7.38, 0.422,0.49,0.51,STAR F5,59.4883997620464
HIP 42103,   76.02,   46.20,  11.21,K0,140.73619452,33.20115459, 7.50, 1.031,1,1.02,STAR K0,89.2060660124889
HIP 24329,  -81.32,   48.98,  25.12,G5,138.83740008,19.39881174, 8.98, 0.738,0.79,0.78,STAR G5,39.8089171974522
HIP 108466,  144.09,  172.99,  16.04,,111.3476102,14.68990942,11.11, 1.534,1.58,0.77,UNIDENTIFIED,62.3441396508728
HIP 19402,  -47.75,   38.35,  15.50,F5,135.85046956,15.89232728, 6.76, 0.548,0.62,0.6,STAR F5,64.5161290322581
HIP 16646,   -1.71,  -70.37,  20.82,K8,133.89785406,14.27475965,10.3, 1.200,1.33,1.33,STAR K8,48.030739673391
HIP 128,   75.54,  -12.36,  15.20,Am...,119.37949659,11.08444379, 6.50, 0.182,0.2,0.2,STAR A0,65.7894736842105
HIP 54008,   17.54,  -24.07,  10.32,F8,132.78836102,41.3532785, 8.20, 0.490,0.56,0.57,STAR F8,96.8992248062015
HIP 111532,  173.32,   25.14,  17.70,F3III-IV,113.64030286,13.27009071, 5.08, 0.395,0.46,0.46,STAR F3III,56.4971751412429
HIP 105855,   -9.75,  -41.20,  11.51,G5,109.71793755,16.31656128, 9.21, 0.595,0.67,0.67,STAR G5,86.8809730668984
HIP 31703, -169.55,    2.65,  28.12,F2,140.94724111,25.0189496, 6.26, 0.396,0.46,0.46,STAR F2,35.5618776671408
HIP 104375, -322.56, -399.27,  32.59,K1V,108.88029014,17.26688512, 8.69, 0.832,0.87,0.85,STAR K1V,30.6842589751457
HIP 107995,   39.06,   22.81,  11.51,A2V,111.14361885,15.0714775, 6.64, 0.108,0.12,0.11,STAR A2V,86.8809730668984
HIP 7748,  155.49, -111.20,  36.72,,126.36226145,11.1601654, 9.81, 1.148,1.11,0.72,UNIDENTIFIED,27.2331154684096
HIP 57994,  -48.29, -118.06,  17.49,F8,128.37932527,42.75602047, 6.77, 0.574,0.65,0.65,STAR F8,57.1755288736421
HIP 52290, -125.66,  -74.14,  12.83,F5,134.32367901,40.34312543, 7.68, 0.480,0.55,0.55,STAR F5,77.9423226812159
HIP 23016,   79.02, -196.60,  10.97,G5,137.87390947,18.62404285, 9.45, 0.690,0.75,0.75,STAR G5,91.1577028258888
HIP 118117,  119.91,  -14.20,  17.44,F5,119.14656627,11.39133085, 7.58, 0.508,0.58,0.61,STAR F5,57.3394495412844
HIP 115165,  -18.73,  -29.32,  10.90,F0,116.59215116,12.19286305, 7.59, 0.321,0.37,0.37,STAR F0,91.743119266055
HIP 8825,  545.54, -171.84,  23.06,K5,127.25597669,11.61494152,10.35, 1.131,1.22,1.22,STAR K5,43.3651344319167
