name,pm_ra,pm_dec,parallax,spect_type,lii,bii,vmag,bv_color,vi_color,vi_color_reduct,_class,dist
HIP 12654,   91.90,  108.26,  16.85,G8/K0IV/V,297.06285598,-36.04321886, 9.44, 0.838,0.86,0.84,STAR G8IV,59.3471810089021
HIP 70847,   88.31,   68.97,  10.09,F7/F8V,307.36996771,-17.72893919, 9.05, 0.570,0.64,0.64,STAR F7V,99.1080277502478
HIP 33737,    3.37,   59.56,  15.60,K3V,291.43693417,-26.25276031,10.11, 0.908,0.95,1.06,STAR K3V,64.1025641025641
HIP 42539,  142.25,  -61.31,  18.56,F8V,293.0279166,-22.06338473, 8.09, 0.578,0.65,0.65,STAR F8V,53.8793103448276
HIP 37855,  -16.52,   42.17,  11.97,F8V,291.90491628,-24.28194803, 8.90, 0.600,0.64,0.64,STAR F8V,83.5421888053467
HIP 55225,   57.70,  -20.06,  15.50,A8IIIm...,298.67900097,-17.57204473, 6.35, 0.266,0.3,0.27,STAR A8III,64.5161290322581
HIP 74240,   10.60,   -2.98,  13.58,F3IV/V,309.14697018,-18.45846192, 7.38, 0.432,0.5,0.53,STAR F3IV,73.6377025036819
HIP 9711,   54.30, -139.80,  27.60,,298.8222985,-36.99690977,12.85,,,0.74,UNIDENTIFIED,36.231884057971
HIP 20144,  -11.56,   15.30,  10.09,A7III/IV,293.07592265,-33.24489106, 6.96, 0.201,0.22,0.17,STAR A7IV,99.1080277502478
HIP 23547,   92.04,  174.15,  10.72,G5,291.95813726,-31.44632507, 9.64, 0.709,0.76,0.76,STAR G5,93.2835820895522
HIP 114258,   92.62,  -36.52,  13.44,A7Vn,308.59592801,-36.48803684, 6.11, 0.145,0.16,0.13,STAR A7V,74.4047619047619
HIP 69992,   25.91,   17.23,  10.57,G1V,307.03464491,-17.31298431, 9.49, 0.613,0.68,0.71,STAR G1V,94.6073793755913
HIP 106881,   70.81,  -26.91,  16.64,F4IV,312.38762746,-33.85623675, 6.17, 0.460,0.53,0.53,STAR F4IV,60.0961538461539
HIP 27566,   -4.50,   65.95,  12.06,B9.5V,291.13306278,-29.43737317, 5.46,-0.076,-0.06,-0.06,STAR B9V,82.9187396351575
HIP 58285,  -39.61,   -9.87,  15.06,F5,300.34169831,-16.7606183,11.86,,,0.49,STAR F5,66.4010624169987
HIP 60000,  -38.07,   12.00,  12.05,B5Vn,301.33688607,-16.54313427, 4.24,-0.123,-0.11,-0.11,STAR B5V,82.9875518672199
HIP 57137,  127.49,  -10.97,  17.95,K0III/IV,299.65738948,-16.87285409, 6.38, 0.894,0.92,0.92,STAR K0IV,55.7103064066852
HIP 75692,  -17.03,   30.71,  11.46,K1III,310.02507501,-18.65563401, 7.61, 1.091,1.05,1.03,STAR K1III,87.2600349040139
HIP 64621, -110.72,  -55.46,  11.88,G0V,304.05575877,-16.47027035, 8.81, 0.605,0.67,0.64,STAR G0V,84.1750841750842
HIP 104453,  -35.48,   31.99,  16.72,F7V,313.4437082,-32.8135406, 7.90, 0.517,0.59,0.56,STAR F7V,59.8086124401914
HIP 96118,  -23.73,  107.94,  11.41,G5V,315.05243317,-28.5354662, 8.60, 0.682,0.74,0.75,STAR G5V,87.6424189307625
HIP 11757,  137.14,  -54.42,  11.18,G4III,297.19074563,-36.87682029, 5.27, 0.981,0.98,0.98,STAR G4III,89.4454382826476
HIP 100303,    3.70,  -73.28,  10.02,F7V,314.71349606,-30.77799333, 8.47, 0.505,0.58,0.58,STAR F7V,99.8003992015968
HIP 42794,  -30.83,   28.12,  10.23,A7V,292.55085083,-21.63184588, 6.05, 0.229,0.25,0.26,STAR A7V,97.7517106549365
HIP 38,  162.30,  -62.40,  23.84,G6V,305.96810232,-37.76407634, 8.65, 0.778,0.81,0.84,STAR G6V,41.9463087248322
HIP 94631,   -9.63,  -57.52,  16.75,F5V,315.27980675,-27.73249332, 8.07, 0.519,0.59,0.59,STAR F5V,59.7014925373134
HIP 10363,  205.72,   79.66,  18.63,K0V,298.11467834,-37.32441996, 9.33, 0.789,0.83,0.82,STAR K0V,53.6768652710682
HIP 99931,    4.41,   35.77,  12.50,F5/F6V,314.84798738,-30.6086443, 7.88, 0.475,0.55,0.55,STAR F5V,80
HIP 63535,  -35.96,  -47.95,  13.17,G3V,303.41598915,-16.1433049, 9.09, 0.653,0.72,0.67,STAR G3V,75.9301442672741
HIP 819,   13.82,   -3.47,  11.15,F5V,305.42019335,-37.92581047, 7.88, 0.476,0.55,0.55,STAR F5V,89.6860986547085
HIP 14515,   79.83,   89.31,  15.02,,295.34187759,-36.04801229, 7.79, 0.441,0.44,0.44,UNIDENTIFIED,66.577896138482
HIP 14521,   79.07,   73.56,  13.13,F2II-III,295.33668471,-36.04851697, 5.67, 0.298,0.34,0.33,STAR F2II,76.1614623000762
HIP 42637,  -29.31,   27.58,  10.32,B9IV,292.40245907,-21.65107457, 5.46,-0.101,-0.08,-0.08,STAR B9IV,96.8992248062015
HIP 65470, -140.91,  -72.63,  15.28,F5V,304.60874358,-16.19031304, 7.89, 0.452,0.52,0.52,STAR F5V,65.4450261780105
HIP 65992,   41.36,   48.46,  10.78,G2V,304.93833852,-16.22991885, 9.11, 0.611,0.68,0.71,STAR G2V,92.7643784786642
HIP 109368,  309.08, -481.86,  19.32,K5,311.7203033,-35.27380457,10.87, 0.956,1,1,STAR K5,51.75983436853
HIP 101137,   -0.36,    3.33,  11.18,F2IV/V,314.73655804,-31.25728202, 8.24, 0.422,0.49,0.49,STAR F2IV,89.4454382826476
HIP 81065, -125.68,  -77.59,  20.44,K0IV SB,312.68819077,-20.51089766, 3.86, 0.923,0.92,0.92,STAR B0IV,48.9236790606654
HIP 9414,  120.93,  -57.67,  21.86,F8/G0V,298.75417103,-37.68819851, 6.84, 0.576,0.65,0.65,STAR F8V,45.7456541628545
HIP 54114, -223.50,   55.00,  21.07,K0V,297.71213385,-17.09765678, 8.87, 0.809,0.85,0.84,STAR K0V,47.4608448030375
HIP 64921,  -84.97,  -15.59,  11.71,A7V,304.28843008,-16.02242524, 7.07, 0.205,0.23,0.23,STAR A7V,85.397096498719
HIP 94886,    5.08,  -16.21,  11.31,G0V,315.52350558,-27.88547272, 9.26, 0.608,0.68,0.64,STAR G0V,88.4173297966401
HIP 59243,  -43.35,   -7.07,  10.48,A6III/IV,300.80195127,-16.0848962, 6.85, 0.254,0.29,0.24,STAR A6IV,95.4198473282443
HIP 17270,   52.86,    6.85,  12.58,G2V,293.6580761,-35.08539165, 8.89, 0.698,0.75,0.76,STAR G2V,79.4912559618442
HIP 100891,   19.09,   -9.29,  15.31,F6V,314.95048153,-31.18535031, 7.93, 0.510,0.58,0.58,STAR F6V,65.3167864141084
HIP 30258,  -31.31,  146.56,  21.14,K0V,290.23709901,-28.00357882, 8.98, 0.793,0.82,0.85,STAR K0V,47.3036896877956
HIP 78505,  -55.33, -105.74,  17.22,G3V,311.73087707,-19.24256718, 8.02, 0.657,0.72,0.74,STAR G3V,58.0720092915215
HIP 9624,   43.04,   65.80,  11.54,F2IV/V,298.52001615,-37.80493208, 8.07, 0.365,0.43,0.44,STAR F2IV,86.6551126516464
HIP 4003,  173.79, -133.84,  16.93,K2III:,302.9341671,-38.48456396, 9.87, 0.954,1,1,STAR K2III,59.0667454223272
HIP 111486,  -38.45,  -24.91,  14.81,G5IV/V+...,310.81817171,-36.34141121, 7.89, 0.669,0.73,0.73,STAR G5IV,67.5219446320054
HIP 86896,   17.64,  -13.58,  13.05,,314.91141977,-23.36358993,13.39,,,0.77,UNIDENTIFIED,76.6283524904214
HIP 86895,    2.45,   -0.92,  11.37,Fp,314.91522761,-23.36151567,12.59,,,0.6,STAR F0,87.9507475813545
HIP 73372,  -28.15,    2.27,  17.94,G3V,309.28709269,-17.25367884, 8.71, 0.660,0.72,0.7,STAR G3V,55.7413600891862
HIP 101631,    2.11,   88.89,  19.84,G8V,315.10613463,-31.67536312, 9.10, 0.770,0.81,0.77,STAR G8V,50.4032258064516
HIP 107665, -137.68,  119.98,  22.16,K0V,313.00624559,-34.84022737, 8.72, 0.819,0.84,0.83,STAR K0V,45.1263537906137
HIP 67837,  -96.76,  -88.70,  17.52,G5V,306.14665726,-15.93240927, 9.28, 0.768,0.81,0.79,STAR G5V,57.0776255707763
HIP 30179,  -29.91,  -19.18,  15.84,G0V,289.89274141,-28.05777673, 8.33, 0.595,0.67,0.65,STAR G0V,63.1313131313131
HIP 37372,  -50.49,   76.47,  11.15,A4V,290.48380067,-24.12482208, 6.64, 0.186,0.2,0.18,STAR A4V,89.6860986547085
HIP 60505,  132.02,   38.38,  13.41,G8V,301.51245155,-15.56996521, 8.81, 0.724,0.78,0.77,STAR G8V,74.5712155108128
HIP 16290,  -11.26,  -26.72,  10.63,G8III,293.79465486,-35.80122215, 5.68, 0.932,0.9,0.9,STAR G8III,94.0733772342427
HIP 8991,  103.01,   53.05,  24.20,F5/F6IV/V,298.84165162,-38.26332397, 6.15, 0.448,0.52,0.51,STAR F5IV,41.3223140495868
HIP 47135,  -72.86,   49.76,  15.88,G2V,293.67444411,-19.15452865, 8.59, 0.588,0.66,0.64,STAR G2V,62.9722921914358
HIP 28316,  -40.73,  -23.35,  19.96,K2V,289.83848944,-29.17569222, 9.99, 0.875,0.92,0.88,STAR K2V,50.1002004008016
HIP 37284,  -20.65,  -39.69,  27.93,K4V,290.35420993,-24.13835298, 9.37, 1.006,1.06,0.98,STAR K4V,35.8037952022914
HIP 22651,  -13.74,  190.26,  13.49,G5,290.86487259,-32.43116379, 9.43, 0.686,0.74,0.74,STAR G5,74.1289844329133
HIP 1937,    4.86,   -4.10,  14.84,G3IV,304.69112829,-38.78551852, 8.81, 0.708,0.76,0.78,STAR G3IV,67.3854447439353
HIP 95669,    6.68,   15.94,  15.18,F7V,316.17514588,-28.35397644, 8.63, 0.558,0.63,0.63,STAR F7V,65.8761528326746
HIP 68472, -109.82,  -28.32,  13.92,F7V,306.57499426,-15.83994379, 8.37, 0.526,0.6,0.6,STAR F7V,71.8390804597701
HIP 67670,  -11.52,  158.70,  24.59,K3V,306.1017212,-15.71269047, 9.57, 1.030,1.08,1.08,STAR K3V,40.6669377795852
HIP 52351, -140.35,  101.74,  21.63,K5V,296.34681841,-17.00309215, 9.73, 0.963,0.95,0.72,STAR K5V,46.2320850670365
HIP 103587,   29.35,  -48.17,  10.11,F8V,314.87299515,-32.87591302, 9.02, 0.595,0.67,0.66,STAR F8V,98.9119683481701
HIP 73834,  -30.99,  -26.53,  10.94,F2IV/V,309.72934973,-17.10235999, 7.67, 0.401,0.47,0.47,STAR F2IV,91.4076782449726
HIP 51500, -145.72,  137.15,  12.20,G5V,295.83954221,-17.27394713, 8.51, 0.696,0.75,0.75,STAR G5V,81.9672131147541
HIP 102924,  -45.30,   36.58,  13.46,F5V,315.13441454,-32.51775952, 8.21, 0.498,0.57,0.57,STAR F5V,74.2942050520059
HIP 65174,   50.61,   64.32,  13.36,F8V,304.52461405,-15.34971117, 8.99, 0.558,0.63,0.59,STAR F8V,74.8502994011976
HIP 51748, -223.23,   88.97,  16.89,K0,295.9645839,-17.14888435, 9.83, 0.902,0.95,0.95,STAR K0,59.206631142688
HIP 59227,  -40.85,  -60.18,  15.38,G8IV/V,300.66764578,-15.41594542, 9.08, 0.751,0.79,0.82,STAR G8IV,65.0195058517555
HIP 111876,   96.92, -110.15,  11.42,G0V,310.99113834,-36.88494188, 8.78, 0.593,0.66,0.6,STAR G0V,87.5656742556918
HIP 94191,   51.52,  -46.66,  11.14,F8V,316.37100548,-27.48137942, 8.83, 0.543,0.62,0.62,STAR F8V,89.7666068222621
HIP 78360,   -1.68,  -73.47,  11.82,F3IV,312.1665016,-18.68908348, 6.40, 0.387,0.45,0.46,STAR F3IV,84.6023688663282
HIP 9610,   -8.79,  -68.35,  12.43,G8/K0IV/V,298.22278027,-38.45090609, 9.69, 0.764,0.8,0.84,STAR G8IV,80.450522928399
HIP 24965, -100.36,  278.66,  20.59,K0,289.88713314,-31.17149138, 9.15, 0.794,0.84,0.83,STAR K0,48.5672656629432
HIP 58400,  -41.44,   -0.83,  11.64,Kp,300.08008599,-15.33075133,10.61,,,1.31,STAR K0,85.9106529209622
HIP 46046, -250.52,  353.41,  19.29,F8/G0V,292.84315186,-19.32401474, 7.08, 0.629,0.7,0.7,STAR F8V,51.8403317781234
HIP 63995, -119.69,    2.37,  19.09,G5V,303.76953007,-15.02378965, 8.77, 0.717,0.77,0.75,STAR G5V,52.3834468308015
HIP 92233,  -26.52,  149.49,  23.19,G2V,316.48592631,-26.28576867, 6.39, 0.593,0.65,0.65,STAR G2V,43.122035360069
HIP 50274,  -71.27,  -70.69,  22.42,G8V,294.98193978,-17.46890223, 8.97, 0.780,0.82,0.81,STAR G8V,44.6030330062444
HIP 61792, -853.85,  356.06,  37.22,K5V,302.30292776,-14.98648352, 9.05, 1.154,1.25,1.4,STAR K5V,26.8672756582483
HIP 103118,   49.79,  -56.97,  10.67,G8V,315.39161694,-32.7523915, 9.36, 0.737,0.78,0.73,STAR G8V,93.7207122774133
HIP 54521,   36.01,  -25.17,  10.65,F5V,297.49135843,-16.01520248, 8.51, 0.461,0.53,0.53,STAR F5V,93.8967136150235
HIP 97203,   32.92,  -54.21,  10.34,G5V,316.63226884,-29.31386506, 9.71, 0.681,0.74,0.77,STAR G5V,96.7117988394584
HIP 110852,   76.11,  -91.64,  18.97,F8V,311.90941369,-36.78047338, 7.76, 0.560,0.63,0.64,STAR F8V,52.7148128624143
HIP 31314,  -12.12,  -60.44,  19.39,F6V,289.07767782,-27.37982472, 6.66, 0.489,0.56,0.56,STAR F6V,51.5729757607014
HIP 20610,  -48.30,   -4.94,  15.48,F7V,291.02254614,-33.97099467, 8.00, 0.516,0.59,0.59,STAR F7V,64.5994832041344
HIP 20612,  -48.51,   -0.58,  16.98,,291.01977665,-33.96927142, 8.20, 0.524,0.6,0.6,UNIDENTIFIED,58.8928150765607
HIP 108759,  -11.96,   -6.41,  10.48,A5IV/V,313.17102163,-35.86676926, 6.39, 0.231,0.26,0.23,STAR A5IV,95.4198473282443
HIP 10978,   81.72,   67.85,  13.25,F8V,296.93476022,-38.41528117, 9.07, 0.568,0.64,0.62,STAR F8V,75.4716981132076
HIP 45734, -107.36,   70.40,  13.75,G3V,292.49740367,-19.31854156, 8.00, 0.725,0.78,0.74,STAR G3V,72.7272727272727
HIP 71601,  -27.07,  -43.71,  10.63,F7V,308.70336711,-15.96254117, 8.94, 0.545,0.62,0.57,STAR F7V,94.0733772342427
HIP 55497,  -77.89,   -8.36,  13.40,A5III/IV,298.06761774,-15.58991129, 6.43, 0.202,0.22,0.22,STAR A5IV,74.6268656716418
HIP 66125, -350.49, -117.55,  52.09,G,305.25147922,-14.89052156, 9.31, 0.914,0.96,0.96,STAR G0,19.1975427145325
HIP 66121, -367.08, -152.10,  28.45,F6V,305.24762867,-14.88563368, 6.52, 0.455,0.52,0.52,STAR F6V,35.1493848857645
HIP 23776,  142.42, -418.36,  27.38,G5V,289.7656177,-32.00060167, 7.32, 0.652,0.72,0.72,STAR G5V,36.5230094959825
HIP 87763,   11.79,   -5.38,  14.91,F7V,316.11431324,-23.52091715, 8.53, 0.524,0.6,0.64,STAR F7V,67.0690811535882
HIP 81805,  -22.65,    5.60,  10.94,F3V,314.12871125,-20.05428999, 8.06, 0.427,0.49,0.49,STAR F3V,91.4076782449726
HIP 85511,   -3.17,   -2.85,  15.05,G3V,315.53647449,-22.15542152, 8.89, 0.620,0.69,0.68,STAR G3V,66.4451827242525
HIP 81852, -282.83, -355.03,  20.69,K0III,314.17466591,-20.06048176, 4.23, 1.060,1.04,1.04,STAR K0III,48.3325277912035
HIP 110078,  -37.28,   14.28,  26.00,F3III,312.56110399,-36.58558486, 5.49, 0.312,0.36,0.36,STAR F3III,38.4615384615385
HIP 109848,  -10.75, -100.79,  10.76,G3/G5V,312.71277004,-36.48059946, 9.54, 0.596,0.67,0.76,STAR G3V,92.9368029739777
HIP 40888, -129.09,   40.78,  21.22,K0III-IV,290.45837436,-21.83640683, 4.34, 1.161,1.1,1.1,STAR K0III,47.1253534401508
HIP 107089,   64.83, -240.38,  47.22,K0III,314.2893322,-35.18911906, 3.73, 1.008,0.98,0.98,STAR K0III,21.1774671749259
HIP 15201,  113.20,   62.00,  34.02,F4III,293.65475614,-37.00825755, 5.51, 0.438,0.49,0.49,STAR F4III,29.3944738389183
HIP 116250,   15.66,    1.79,  31.49,G2V,308.31549311,-38.91476551, 5.82, 0.681,0.74,0.74,STAR G2V,31.7561130517625
HIP 108162,  223.70, -186.04,  37.91,K3IV,313.78172958,-35.79448389, 8.23, 1.000,1.04,1.04,STAR K3IV,26.3782643102084
HIP 64091,   46.98,  -67.75,  23.70,K3V,303.87322474,-14.46843243, 8.76, 1.035,1.01,1.01,STAR K3V,42.1940928270042
HIP 37411,    5.56,  106.26,  11.34,F7V,289.33096487,-23.75509849, 8.84, 0.559,0.63,0.58,STAR F7V,88.1834215167548
HIP 2021, 2220.12,  324.37, 133.78,G2IV,304.77881629,-39.78060785, 2.82, 0.618,0.68,0.68,STAR G2IV,7.47495888772612
HIP 32289,    7.69,  100.37,  12.28,G3V,288.6201754,-26.79092316, 9.02, 0.669,0.73,0.73,STAR G3V,81.4332247557003
HIP 1623,  -48.80,   19.72,  19.35,F6V,305.16666957,-39.77011364, 7.87, 0.552,0.62,0.62,STAR F6V,51.6795865633075
HIP 70656, -116.27, -198.99,  27.34,,308.28120986,-15.31536126,10, 1.110,1.19,1.19,UNIDENTIFIED,36.5764447695684
HIP 14311,   72.56,  -58.24,  13.98,G5IV/V,294.08232814,-37.57815494, 7.94, 0.715,0.77,0.77,STAR G5IV,71.5307582260372
HIP 122,  -56.52, -176.95,  14.77,K2III,306.53143861,-39.71257998, 4.78, 1.254,1.26,1.26,STAR K2III,67.7048070412999
HIP 11972,  200.03,  139.36,  16.91,K5,295.77147677,-38.61402193,10.17, 0.934,0.98,0.98,STAR K5,59.1366055588409
HIP 6161,  129.26,   24.08,  13.64,G0IV,300.91631977,-39.98927233, 7.87, 0.556,0.63,0.63,STAR G0IV,73.3137829912023
HIP 35091,  123.20,  -70.41,  26.13,K3V,288.66640023,-25.05569336, 8.81, 0.940,0.99,0.99,STAR K3V,38.2701875239189
HIP 104043,   13.83, -369.38,  22.07,F4III,315.95952617,-33.65026084, 5.13, 0.490,0.66,0.66,STAR F4III,45.3103760761214
HIP 58180,  -44.72,    0.89,  21.30,G5V,299.74096399,-14.48167559, 8.59, 0.705,0.76,0.79,STAR G5V,46.9483568075117
HIP 99551,   70.08, -159.37,  11.47,G2V,317.17307104,-30.88779151, 8.78, 0.613,0.68,0.7,STAR G2V,87.1839581517001
HIP 88059,  -42.76,  -47.20,  10.52,F8V,316.77613958,-23.50657699, 9.07, 0.530,0.6,0.58,STAR F8V,95.0570342205323
HIP 61563, -873.35,  -89.61,  27.80,M,302.08368371,-14.10696797,10.98, 1.306,1.61,1.61,STAR M0,35.9712230215827
HIP 41871, -184.15,  155.25,  27.45,G0V,290.27081643,-21.00488438, 7.58, 0.607,0.68,0.68,STAR G0V,36.4298724954463
HIP 40702,  109.84,  106.92,  51.40,F5III,289.8601485,-21.68168189, 4.05, 0.413,0.49,0.49,STAR F5III,19.4552529182879
HIP 24722,  244.09,  137.81,  16.00,G5V,288.79287285,-31.59898873, 9.05, 0.662,0.72,0.72,STAR G5V,62.5
HIP 106391, -264.13, -205.12,  27.82,,315.11640219,-35.08410135,10.19, 1.037,1.09,1.09,UNIDENTIFIED,35.9453630481668
HIP 359,  177.47,  -15.22,  17.09,G3/G5III/IV,306.37987626,-39.93935738, 9.09, 0.639,0.7,0.71,STAR G3IV,58.5137507314219
HIP 27943,   28.46,   -3.24,  10.65,G0V,288.19091723,-29.58115468, 8.38, 0.602,0.67,0.67,STAR G0V,93.8967136150235
HIP 60119, -158.26,  -54.07,  17.89,F8V,301.07371237,-14.04355059, 6.85, 0.445,0.51,0.51,STAR F8V,55.8971492453885
HIP 44689, -147.99,   83.34,  12.71,F6V,291.32411581,-19.33194414, 8.64, 0.493,0.57,0.52,STAR F6V,78.6782061369001
HIP 113293, -182.90,   35.91,  13.22,G5/G6V,310.99288372,-38.47486276, 9.56, 0.696,0.75,0.75,STAR G5V,75.642965204236
HIP 47956,   83.51,  -56.95,  17.05,G8III,292.94175896,-17.64798711, 5.43, 0.901,0.94,0.94,STAR G8III,58.6510263929619
HIP 26985,  103.27,  229.69,  22.59,G8V,288.25604312,-30.22167254, 8.76, 0.700,0.75,0.76,STAR G8V,44.2673749446658
HIP 15886,  -36.76,  -70.37,  10.62,A2m...,292.66317316,-37.15541344, 6.80, 0.200,0.2,0.2,STAR A2,94.1619585687382
HIP 596,   78.25,   -5.43,  11.92,F5IV-V,306.23074985,-40.11280006, 7.56, 0.419,0.49,0.49,STAR F5IV,83.8926174496644
HIP 111096,   10.74,  -86.28,  12.43,F6V,312.60227016,-37.67062495, 8.11, 0.471,0.54,0.54,STAR F6V,80.450522928399
HIP 39887,  100.73, -129.45,  20.52,K3V,289.3240634,-22.05534445, 8.86, 0.980,0.96,0.98,STAR K3V,48.7329434697856
HIP 23413,  -27.54, -134.93,  17.48,F5V,288.82779314,-32.56549455, 7.53, 0.482,0.55,0.55,STAR F5V,57.20823798627
HIP 10137,  117.08,   10.44,  12.15,F0II/III,297.11160818,-39.59883883, 6.66, 0.335,0.39,0.39,STAR F0III,82.3045267489712
HIP 6494,  100.61,  -20.95,  20.73,G5V,300.50872243,-40.36564182, 8.37, 0.656,0.72,0.73,STAR G5V,48.2392667631452
HIP 52461,   58.00,   -7.84,  16.45,G5V,295.59875197,-15.56679565, 8.65, 0.753,0.8,0.8,STAR G5V,60.790273556231
HIP 102259,   58.46, -148.33,  15.22,G1V,317.07067236,-32.7184219, 7.68, 0.599,0.64,0.64,STAR G1V,65.7030223390276
HIP 80984, -116.33, -129.83,  13.78,G2V,314.62026243,-18.96377345, 8.17, 0.649,0.71,0.69,STAR G2V,72.5689404934688
HIP 91439,   12.89,  -50.68,  15.58,F5V,317.91141565,-25.59539955, 7.80, 0.491,0.56,0.56,STAR F5V,64.1848523748395
HIP 110248,  114.45,  -35.15,  14.82,G0V,313.33213552,-37.4028705, 8.42, 0.590,0.66,0.64,STAR G0V,67.476383265857
HIP 51074, -105.10,   94.35,  18.20,G6V,294.63302312,-15.98121923, 8.58, 0.748,0.79,0.78,STAR G6V,54.9450549450549
HIP 23876,   33.52,   97.44,  10.92,F8/G0V,288.48123471,-32.30334731, 9.04, 0.527,0.6,0.67,STAR F8V,91.5750915750916
HIP 40555,  -65.61,   63.43,  13.39,F8V,289.34151571,-21.54125055, 8.39, 0.574,0.65,0.59,STAR F8V,74.6825989544436
HIP 17690,   70.89,   63.95,  14.52,G6V,291.24484494,-36.4130716, 8.69, 0.705,0.76,0.79,STAR G6V,68.870523415978
HIP 35445,  -56.71,  142.96,  14.09,F8V,288.06052513,-24.71356603, 8.24, 0.523,0.6,0.6,STAR F8V,70.97232079489
HIP 25918,  143.20,  287.75,  32.43,K4III,287.92331449,-30.96985382, 5.18, 1.130,1.11,1.11,STAR K4III,30.8356460067838
HIP 67986, -172.63,  -40.00,  37.50,K2V,306.79085774,-13.88008589, 8.33, 0.913,0.96,0.91,STAR K2V,26.6666666666667
HIP 43845, -149.62,  -60.31,  16.97,G2V,290.46286039,-19.48938944, 8.19, 0.631,0.7,0.7,STAR G2V,58.9275191514437
HIP 83774,  -11.31,  -76.10,  11.67,A2IV,316.13525095,-20.47857923, 6.68, 0.151,0.17,0.13,STAR A2IV,85.6898029134533
HIP 83247,  -33.52, -159.03,  17.67,G0IV/V,315.92405583,-20.15294382, 6.93, 0.532,0.6,0.6,STAR G0IV,56.5930956423316
HIP 107847,   56.88,  -32.42,  16.06,G8/K0V + A/F,315.03622072,-36.34143521, 9.19, 0.726,0.78,0.74,STAR G8V,62.266500622665
HIP 85184,  -30.63, -123.76,  12.76,G5V,316.70931318,-21.35132411, 9.40, 0.725,0.78,0.77,STAR G5V,78.3699059561129
HIP 64080,   10.55,  -36.83,  15.40,K0V,303.9420534,-13.34324157, 9.86, 0.683,0.74,0.9,STAR K0V,64.9350649350649
HIP 46414, -300.74,   23.85,  15.96,G5V,291.65772596,-17.94309062, 9.31, 0.710,0.76,0.76,STAR G5V,62.65664160401
HIP 108849,   27.81,  -66.28,  16.20,F3III,314.54174743,-36.9495295, 5.94, 0.399,0.46,0.46,STAR F3III,61.7283950617284
HIP 109584,  -59.14,  -40.71,  10.80,K0III,314.09007272,-37.34013851, 6.13, 1.001,0.98,0.98,STAR K0III,92.5925925925926
HIP 10229,   59.22,   32.27,  10.48,G3V,296.76711414,-40.04690541, 9.52, 0.642,0.71,0.74,STAR G3V,95.4198473282443
HIP 28070,   47.22,  189.39,  14.32,G0V,287.35980878,-29.58959732, 8.94, 0.565,0.64,0.64,STAR G0V,69.8324022346369
HIP 58490,  -39.90,   -4.74,  10.82,Kp,299.74556443,-13.47321512,11.15, 1.208,1.17,1.58,STAR K0,92.4214417744917
HIP 104349,   62.33,  -66.65,  10.80,F8V,316.96430594,-34.31309052, 7.78, 0.583,0.65,0.65,STAR F8V,92.5925925925926
HIP 56675, -128.21,   -1.21,  23.75,F1III,298.35728938,-13.68780106, 5.64, 0.362,0.43,0.43,STAR F1III,42.1052631578947
HIP 43008,  -45.74,   15.77,  10.43,F8V,289.79196942,-19.77807728, 8.75, 0.492,0.56,0.49,STAR F8V,95.8772770853308
HIP 11886,   92.38,   30.64,  13.39,F5V,295.11165366,-39.64894207, 6.86, 0.450,0.52,0.5,STAR F5V,74.6825989544436
HIP 89115,   16.71, -294.43,  12.88,K3III,318.14752463,-23.85298268, 5.86, 1.253,1.21,1.2,STAR K3III,77.639751552795
HIP 35102,    9.75,   90.30,  14.28,F8V,287.41496934,-24.79599295, 7.49, 0.539,0.61,0.61,STAR F8V,70.0280112044818
HIP 92773,   63.66,    3.40,  16.18,G1V,318.80692555,-26.40876242, 8.49, 0.614,0.68,0.66,STAR G1V,61.8046971569839
HIP 63998, -130.16,  -32.35,  14.00,M0,303.90346782,-12.94227371,10.49, 1.121,1.98,3.14,STAR M0,71.4285714285714
HIP 2127,  -32.64,  -78.02,  10.27,C6II,304.92591794,-41.2495828, 9.52, 0.735,0.72,3.82,UNIDENTIFIED,97.3709834469328
HIP 48095, -152.08,   91.07,  21.15,F5V,292.33410025,-16.82744458, 6.80, 0.483,0.55,0.54,STAR F5V,47.2813238770686
HIP 25351, -104.24, -308.89,  28.14,F8V,287.28899883,-31.50384604, 7.17, 0.538,0.61,0.61,STAR F8V,35.5366027007818
HIP 21141,   17.97,  -55.09,  10.95,G3IV,288.66386618,-34.5885787, 8.21, 0.681,0.74,0.72,STAR G3IV,91.324200913242
HIP 1914,    7.32,  -84.19,  14.60,G0V,305.16842516,-41.33064127, 8.30, 0.619,0.69,0.65,STAR G0V,68.4931506849315
HIP 115247,  -41.85,   27.70,  16.57,F5V,310.1348483,-40.19933408, 7.30, 0.458,0.48,0.48,STAR F5V,60.3500301750151
HIP 117828,  242.96, -378.18,  98.43,M...,307.62100371,-40.96778752, 9.99, 1.466,1.88,1.88,STAR M0,10.1595042161942
HIP 31293, -290.42,  278.52, 114.18,,286.76337354,-27.30741581,10.35,,,0.74,UNIDENTIFIED,8.75810124365038
HIP 31292, -308.79,  256.54, 119.54,,286.7579124,-27.30347334,11.41,,,0.75,UNIDENTIFIED,8.36540070269366
HIP 100280, -171.12,  148.89,  25.78,G8V,318.65311503,-31.70328803, 8.41, 0.740,0.79,0.79,STAR G8V,38.7897595034911
HIP 100539,  177.47, -215.96,  11.37,G1V,318.63150632,-31.87642159, 8.43, 0.547,0.62,0.62,STAR G1V,87.9507475813545
