name,ra,dec,pm_ra,pm_dec,parallax,spect_type,lii,bii,dist
HIP 9414,30.23639524,-78.8701676,  120.93,  -57.67,  21.86,F8/G0V,298.75417103,-37.68819851,45.7456541628545
HIP 54114,166.08938872,-78.86867458, -223.50,   55.00,  21.07,K0V,297.71213385,-17.09765678,47.4608448030375
HIP 64921,199.60067986,-78.82308932,  -84.97,  -15.59,  11.71,A7V,304.28843008,-16.02242524,85.397096498719
HIP 94886,289.63973469,-78.8111288,    5.08,  -16.21,  11.31,G0V,315.52350558,-27.88547272,88.4173297966401
HIP 59243,182.28260647,-78.78129461,  -43.35,   -7.07,  10.48,A6III/IV,300.80195127,-16.0848962,95.4198473282443
HIP 17270,55.47928108,-78.76988115,   52.86,    6.85,  12.58,G2V,293.6580761,-35.08539165,79.4912559618442
HIP 100891,306.85647454,-78.75570199,   19.09,   -9.29,  15.31,F6V,314.95048153,-31.18535031,65.3167864141084
HIP 30258,95.48312793,-78.71745004,  -31.31,  146.56,  21.14,K0V,290.23709901,-28.00357882,47.3036896877956
HIP 78505,240.40431833,-78.71174907,  -55.33, -105.74,  17.22,G3V,311.73087707,-19.24256718,58.0720092915215
HIP 9624,30.92505337,-78.6970618,   43.04,   65.80,  11.54,F2IV/V,298.52001615,-37.80493208,86.6551126516464
HIP 4003,12.85054069,-78.64368714,  173.79, -133.84,  16.93,K2III:,302.9341671,-38.48456396,59.0667454223272
HIP 111486,338.81545591,-78.61401894,  -38.45,  -24.91,  14.81,G5IV/V+...,310.81817171,-36.34141121,67.5219446320054
HIP 86896,266.33161611,-78.53581475,   17.64,  -13.58,  13.05,,314.91141977,-23.36358993,76.6283524904214
HIP 86895,266.32840802,-78.53180035,    2.45,   -0.92,  11.37,Fp,314.91522761,-23.36151567,87.9507475813545
HIP 73372,224.91376712,-78.5108676,  -28.15,    2.27,  17.94,G3V,309.28709269,-17.25367884,55.7413600891862
HIP 101631,308.98110847,-78.46964597,    2.11,   88.89,  19.84,G8V,315.10613463,-31.67536312,50.4032258064516
HIP 107665,327.13077324,-78.43352819, -137.68,  119.98,  22.16,K0V,313.00624559,-34.84022737,45.1263537906137
HIP 67837,208.43351155,-78.41348186,  -96.76,  -88.70,  17.52,G5V,306.14665726,-15.93240927,57.0776255707763
HIP 30179,95.25040673,-78.41215925,  -29.91,  -19.18,  15.84,G0V,289.89274141,-28.05777673,63.1313131313131
HIP 37372,115.08128958,-78.38757067,  -50.49,   76.47,  11.15,A4V,290.48380067,-24.12482208,89.6860986547085
HIP 60505,186.06319977,-78.36672208,  132.02,   38.38,  13.41,G8V,301.51245155,-15.56996521,74.5712155108128
HIP 16290,52.49552432,-78.35178497,  -11.26,  -26.72,  10.63,G8III,293.79465486,-35.80122215,94.0733772342427
HIP 8991,28.9593779,-78.34867741,  103.01,   53.05,  24.20,F5/F6IV/V,298.84165162,-38.26332397,41.3223140495868
HIP 47135,144.07514555,-78.34500601,  -72.86,   49.76,  15.88,G2V,293.67444411,-19.15452865,62.9722921914358
HIP 28316,89.74614125,-78.28203351,  -40.73,  -23.35,  19.96,K2V,289.83848944,-29.17569222,50.1002004008016
HIP 37284,114.84129342,-78.27887587,  -20.65,  -39.69,  27.93,K4V,290.35420993,-24.13835298,35.8037952022914
HIP 22651,73.09105066,-78.27144016,  -13.74,  190.26,  13.49,G5,290.86487259,-32.43116379,74.1289844329133
HIP 1937,6.11086061,-78.25037355,    4.86,   -4.10,  14.84,G3IV,304.69112829,-38.78551852,67.3854447439353
HIP 95669,291.89612174,-78.22108802,    6.68,   15.94,  15.18,F7V,316.17514588,-28.35397644,65.8761528326746
HIP 68472,210.27628608,-78.2160019, -109.82,  -28.32,  13.92,F7V,306.57499426,-15.83994379,71.8390804597701
HIP 67670,207.96119316,-78.21101878,  -11.52,  158.70,  24.59,K3V,306.1017212,-15.71269047,40.6669377795852
HIP 52351,160.47689044,-78.18425214, -140.35,  101.74,  21.63,K5V,296.34681841,-17.00309215,46.2320850670365
HIP 103587,314.82417672,-78.18067402,   29.35,  -48.17,  10.11,F8V,314.87299515,-32.87591302,98.9119683481701
HIP 73834,226.34168141,-78.16713319,  -30.99,  -26.53,  10.94,F2IV/V,309.72934973,-17.10235999,91.4076782449726
HIP 51500,157.76853313,-78.16531998, -145.72,  137.15,  12.20,G5V,295.83954221,-17.27394713,81.9672131147541
HIP 102924,312.78994529,-78.13194476,  -45.30,   36.58,  13.46,F5V,315.13441454,-32.51775952,74.2942050520059
HIP 65174,200.34593758,-78.12875408,   50.61,   64.32,  13.36,F8V,304.52461405,-15.34971117,74.8502994011976
HIP 51748,158.58419462,-78.1226057, -223.23,   88.97,  16.89,K0,295.9645839,-17.14888435,59.206631142688
HIP 59227,182.21536741,-78.10010272,  -40.85,  -60.18,  15.38,G8IV/V,300.66764578,-15.41594542,65.0195058517555
HIP 111876,339.9190467,-78.09912194,   96.92, -110.15,  11.42,G0V,310.99113834,-36.88494188,87.5656742556918
HIP 94191,287.63914517,-78.05890962,   51.52,  -46.66,  11.14,F8V,316.37100548,-27.48137942,89.7666068222621
HIP 78360,239.97974391,-78.02709871,   -1.68,  -73.47,  11.82,F3IV,312.1665016,-18.68908348,84.6023688663282
HIP 9610,30.88820093,-78.01011543,   -8.79,  -68.35,  12.43,G8/K0IV/V,298.22278027,-38.45090609,80.450522928399
HIP 24965,80.21208622,-77.92099356, -100.36,  278.66,  20.59,K0,289.88713314,-31.17149138,48.5672656629432
HIP 58400,179.6178026,-77.90822425,  -41.44,   -0.83,  11.64,Kp,300.08008599,-15.33075133,85.9106529209622
HIP 46046,140.85628183,-77.89137937, -250.52,  353.41,  19.29,F8/G0V,292.84315186,-19.32401474,51.8403317781234
HIP 63995,196.7122905,-77.87046722, -119.69,    2.37,  19.09,G5V,303.76953007,-15.02378965,52.3834468308015
HIP 92233,281.95501862,-77.86861256,  -26.52,  149.49,  23.19,G2V,316.48592631,-26.28576867,43.122035360069
HIP 50274,153.97787359,-77.86738325,  -71.27,  -70.69,  22.42,G8V,294.98193978,-17.46890223,44.6030330062444
HIP 61792,189.97286016,-77.84412853, -853.85,  356.06,  37.22,K5V,302.30292776,-14.98648352,26.8672756582483
HIP 103118,313.39485329,-77.83849564,   49.79,  -56.97,  10.67,G8V,315.39161694,-32.7523915,93.7207122774133
HIP 54521,167.32520917,-77.79436044,   36.01,  -25.17,  10.65,F5V,297.49135843,-16.01520248,93.8967136150235
HIP 97203,296.32517032,-77.73965493,   32.92,  -54.21,  10.34,G5V,316.63226884,-29.31386506,96.7117988394584
HIP 110852,336.87796168,-77.71769963,   76.11,  -91.64,  18.97,F8V,311.90941369,-36.78047338,52.7148128624143
HIP 31314,98.51056148,-77.68755771,  -12.12,  -60.44,  19.39,F6V,289.07767782,-27.37982472,51.5729757607014
HIP 20610,66.21999541,-77.68500591,  -48.30,   -4.94,  15.48,F7V,291.02254614,-33.97099467,64.5994832041344
HIP 20612,66.23242668,-77.68390394,  -48.51,   -0.58,  16.98,,291.01977665,-33.96927142,58.8928150765607
HIP 108759,330.46936672,-77.66252854,  -11.96,   -6.41,  10.48,A5IV/V,313.17102163,-35.86676926,95.4198473282443
HIP 10978,35.35472349,-77.64551579,   81.72,   67.85,  13.25,F8V,296.93476022,-38.41528117,75.4716981132076
HIP 45734,139.8540006,-77.64360316, -107.36,   70.40,  13.75,G3V,292.49740367,-19.31854156,72.7272727272727
HIP 71601,219.65647114,-77.61641921,  -27.07,  -43.71,  10.63,F7V,308.70336711,-15.96254117,94.0733772342427
HIP 55497,170.48794976,-77.60834843,  -77.89,   -8.36,  13.40,A5III/IV,298.06761774,-15.58991129,74.6268656716418
HIP 66125,203.33191005,-77.57321542, -350.49, -117.55,  52.09,G,305.25147922,-14.89052156,19.1975427145325
HIP 66121,203.31106587,-77.56901864, -367.08, -152.10,  28.45,F6V,305.24762867,-14.88563368,35.1493848857645
HIP 23776,76.64710323,-77.56645217,  142.42, -418.36,  27.38,G5V,289.7656177,-32.00060167,36.5230094959825
HIP 87763,268.91998679,-77.55814521,   11.79,   -5.38,  14.91,F7V,316.11431324,-23.52091715,67.0690811535882
HIP 81805,250.63016993,-77.54749861,  -22.65,    5.60,  10.94,F3V,314.12871125,-20.05428999,91.4076782449726
HIP 85511,262.12602832,-77.51970841,   -3.17,   -2.85,  15.05,G3V,315.53647449,-22.15542152,66.4451827242525
HIP 81852,250.7725818,-77.51657182, -282.83, -355.03,  20.69,K0III,314.17466591,-20.06048176,48.3325277912035
HIP 110078,334.46123241,-77.51158803,  -37.28,   14.28,  26.00,F3III,312.56110399,-36.58558486,38.4615384615385
HIP 109848,333.71877735,-77.50269368,  -10.75, -100.79,  10.76,G3/G5V,312.71277004,-36.48059946,92.9368029739777
HIP 40888,125.16203304,-77.4845764, -129.09,   40.78,  21.22,K0III-IV,290.45837436,-21.83640683,47.1253534401508
HIP 107089,325.36863801,-77.38946215,   64.83, -240.38,  47.22,K0III,314.2893322,-35.18911906,21.1774671749259
HIP 15201,48.98899185,-77.38860498,  113.20,   62.00,  34.02,F4III,293.65475614,-37.00825755,29.3944738389183
HIP 116250,353.33143988,-77.38533173,   15.66,    1.79,  31.49,G2V,308.31549311,-38.91476551,31.7561130517625
HIP 108162,328.71125142,-77.3375425,  223.70, -186.04,  37.91,K3IV,313.78172958,-35.79448389,26.3782643102084
HIP 64091,197.01195059,-77.3098136,   46.98,  -67.75,  23.70,K3V,303.87322474,-14.46843243,42.1940928270042
HIP 37411,115.21185584,-77.27127155,    5.56,  106.26,  11.34,F7V,289.33096487,-23.75509849,88.1834215167548
HIP 2021,6.41334183,-77.25503511, 2220.12,  324.37, 133.78,G2IV,304.77881629,-39.78060785,7.47495888772612
HIP 32289,101.10868815,-77.24598434,    7.69,  100.37,  12.28,G3V,288.6201754,-26.79092316,81.4332247557003
HIP 1623,5.07095779,-77.22264886,  -48.80,   19.72,  19.35,F6V,305.16666957,-39.77011364,51.6795865633075
HIP 70656,216.77066655,-77.18284809, -116.27, -198.99,  27.34,,308.28120986,-15.31536126,36.5764447695684
HIP 14311,46.14978312,-77.16588707,   72.56,  -58.24,  13.98,G5IV/V,294.08232814,-37.57815494,71.5307582260372
HIP 122,0.39937928,-77.06529438,  -56.52, -176.95,  14.77,K2III,306.53143861,-39.71257998,67.7048070412999
HIP 11972,38.61167256,-77.04608846,  200.03,  139.36,  16.91,K5,295.77147677,-38.61402193,59.1366055588409
HIP 6161,19.75570086,-77.03082906,  129.26,   24.08,  13.64,G0IV,300.91631977,-39.98927233,73.3137829912023
HIP 35091,108.85071638,-77.02927311,  123.20,  -70.41,  26.13,K3V,288.66640023,-25.05569336,38.2701875239189
HIP 104043,316.17928592,-77.02286938,   13.83, -369.38,  22.07,F4III,315.95952617,-33.65026084,45.3103760761214
HIP 58180,178.98832926,-77.00841277,  -44.72,    0.89,  21.30,G5V,299.74096399,-14.48167559,46.9483568075117
HIP 99551,303.04034319,-77.00168727,   70.08, -159.37,  11.47,G2V,317.17307104,-30.88779151,87.1839581517001
HIP 88059,269.76965217,-76.98068712,  -42.76,  -47.20,  10.52,F8V,316.77613958,-23.50657699,95.0570342205323
HIP 61563,189.21260202,-76.95468544, -873.35,  -89.61,  27.80,M,302.08368371,-14.10696797,35.9712230215827
HIP 41871,128.06682906,-76.9291779, -184.15,  155.25,  27.45,G0V,290.27081643,-21.00488438,36.4298724954463
HIP 40702,124.6302785,-76.91998251,  109.84,  106.92,  51.40,F5III,289.8601485,-21.68168189,19.4552529182879
HIP 24722,79.53362111,-76.90435447,  244.09,  137.81,  16.00,G5V,288.79287285,-31.59898873,62.5
HIP 106391,323.22594895,-76.89823685, -264.13, -205.12,  27.82,,315.11640219,-35.08410135,35.9453630481668
HIP 359,1.14426919,-76.87353696,  177.47,  -15.22,  17.09,G3/G5III/IV,306.37987626,-39.93935738,58.5137507314219
HIP 27943,88.69436179,-76.80748909,   28.46,   -3.24,  10.65,G0V,288.19091723,-29.58115468,93.8967136150235
HIP 60119,184.94087542,-76.80088463, -158.26,  -54.07,  17.89,F8V,301.07371237,-14.04355059,55.8971492453885
HIP 44689,136.606784,-76.80045709, -147.99,   83.34,  12.71,F6V,291.32411581,-19.33194414,78.6782061369001
HIP 113293,344.12962379,-76.79791312, -182.90,   35.91,  13.22,G5/G6V,310.99288372,-38.47486276,75.642965204236
HIP 47956,146.58507788,-76.77598144,   83.51,  -56.95,  17.05,G8III,292.94175896,-17.64798711,58.6510263929619
HIP 26985,85.88594923,-76.76846241,  103.27,  229.69,  22.59,G8V,288.25604312,-30.22167254,44.2673749446658
HIP 15886,51.15411329,-76.746118,  -36.76,  -70.37,  10.62,A2m...,292.66317316,-37.15541344,94.1619585687382
HIP 596,1.80537479,-76.73091557,   78.25,   -5.43,  11.92,F5IV-V,306.23074985,-40.11280006,83.8926174496644
HIP 111096,337.60296648,-76.68282721,   10.74,  -86.28,  12.43,F6V,312.60227016,-37.67062495,80.450522928399
HIP 39887,122.2055818,-76.63769578,  100.73, -129.45,  20.52,K3V,289.3240634,-22.05534445,48.7329434697856
HIP 23413,75.48467796,-76.62814281,  -27.54, -134.93,  17.48,F5V,288.82779314,-32.56549455,57.20823798627
HIP 10137,32.59972155,-76.62373019,  117.08,   10.44,  12.15,F0II/III,297.11160818,-39.59883883,82.3045267489712
HIP 6494,20.85673686,-76.611732,  100.61,  -20.95,  20.73,G5V,300.50872243,-40.36564182,48.2392667631452
HIP 52461,160.86656697,-76.58072578,   58.00,   -7.84,  16.45,G5V,295.59875197,-15.56679565,60.790273556231
HIP 102259,310.8072491,-76.54706336,   58.46, -148.33,  15.22,G1V,317.07067236,-32.7184219,65.7030223390276
HIP 80984,248.07703479,-76.51017438, -116.33, -129.83,  13.78,G2V,314.62026243,-18.96377345,72.5689404934688
HIP 91439,279.72249876,-76.49922613,   12.89,  -50.68,  15.58,F5V,317.91141565,-25.59539955,64.1848523748395
HIP 110248,334.97549184,-76.49482129,  114.45,  -35.15,  14.82,G0V,313.33213552,-37.4028705,67.476383265857
HIP 51074,156.53630767,-76.45225029, -105.10,   94.35,  18.20,G6V,294.63302312,-15.98121923,54.9450549450549
HIP 23876,76.96527289,-76.43996053,   33.52,   97.44,  10.92,F8/G0V,288.48123471,-32.30334731,91.5750915750916
HIP 40555,124.21994975,-76.42675837,  -65.61,   63.43,  13.39,F8V,289.34151571,-21.54125055,74.6825989544436
HIP 17690,56.83559617,-76.42172663,   70.89,   63.95,  14.52,G6V,291.24484494,-36.4130716,68.870523415978
HIP 35445,109.7700667,-76.41724171,  -56.71,  142.96,  14.09,F8V,288.06052513,-24.71356603,70.97232079489
HIP 25918,82.96942437,-76.3416634,  143.20,  287.75,  32.43,K4III,287.92331449,-30.96985382,30.8356460067838
HIP 67986,208.83852359,-76.27065822, -172.63,  -40.00,  37.50,K2V,306.79085774,-13.88008589,26.6666666666667
HIP 43845,133.96063025,-76.2485444, -149.62,  -60.31,  16.97,G2V,290.46286039,-19.48938944,58.9275191514437
HIP 83774,256.82815044,-76.22379359,  -11.31,  -76.10,  11.67,A2IV,316.13525095,-20.47857923,85.6898029134533
HIP 83247,255.22803798,-76.21833458,  -33.52, -159.03,  17.67,G0IV/V,315.92405583,-20.15294382,56.5930956423316
HIP 107847,327.75197415,-76.20648962,   56.88,  -32.42,  16.06,G8/K0V + A/F,315.03622072,-36.34143521,62.266500622665
HIP 85184,261.12163396,-76.18513286,  -30.63, -123.76,  12.76,G5V,316.70931318,-21.35132411,78.3699059561129
HIP 64080,196.97820188,-76.18266751,   10.55,  -36.83,  15.40,K0V,303.9420534,-13.34324157,64.9350649350649
HIP 46414,141.97797285,-76.12917617, -300.74,   23.85,  15.96,G5V,291.65772596,-17.94309062,62.65664160401
HIP 108849,330.76559241,-76.11826634,   27.81,  -66.28,  16.20,F3III,314.54174743,-36.9495295,61.7283950617284
HIP 109584,332.97970309,-76.11592445,  -59.14,  -40.71,  10.80,K0III,314.09007272,-37.34013851,92.5925925925926
HIP 10229,32.88220235,-76.10765532,   59.22,   32.27,  10.48,G3V,296.76711414,-40.04690541,95.4198473282443
HIP 28070,89.02207835,-76.08878006,   47.22,  189.39,  14.32,G0V,287.35980878,-29.58959732,69.8324022346369
HIP 58490,179.92653982,-76.02392376,  -39.90,   -4.74,  10.82,Kp,299.74556443,-13.47321512,92.4214417744917
HIP 104349,317.09944224,-75.98006326,   62.33,  -66.65,  10.80,F8V,316.96430594,-34.31309052,92.5925925925926
HIP 56675,174.31642653,-75.89654092, -128.21,   -1.21,  23.75,F1III,298.35728938,-13.68780106,42.1052631578947
HIP 43008,131.47303179,-75.8961002,  -45.74,   15.77,  10.43,F8V,289.79196942,-19.77807728,95.8772770853308
HIP 11886,38.31800133,-75.89357401,   92.38,   30.64,  13.39,F5V,295.11165366,-39.64894207,74.6825989544436
HIP 89115,272.81567436,-75.89079431,   16.71, -294.43,  12.88,K3III,318.14752463,-23.85298268,77.639751552795
HIP 35102,108.87838949,-75.86509595,    9.75,   90.30,  14.28,F8V,287.41496934,-24.79599295,70.0280112044818
HIP 92773,283.56546931,-75.81741557,   63.66,    3.40,  16.18,G1V,318.80692555,-26.40876242,61.8046971569839
HIP 63998,196.71812326,-75.78489858, -130.16,  -32.35,  14.00,M0,303.90346782,-12.94227371,71.4285714285714
HIP 2127,6.74449377,-75.78382823,  -32.64,  -78.02,  10.27,C6II,304.92591794,-41.2495828,97.3709834469328
HIP 48095,147.08970292,-75.77808685, -152.08,   91.07,  21.15,F5V,292.33410025,-16.82744458,47.2813238770686
HIP 25351,81.3303271,-75.6916503, -104.24, -308.89,  28.14,F8V,287.28899883,-31.50384604,35.5366027007818
HIP 21141,67.98298987,-75.68109423,   17.97,  -55.09,  10.95,G3IV,288.66386618,-34.5885787,91.324200913242
HIP 1914,6.05560073,-75.67920933,    7.32,  -84.19,  14.60,G0V,305.16842516,-41.33064127,68.4931506849315
HIP 115247,350.15642988,-75.63286226,  -41.85,   27.70,  16.57,F5V,310.1348483,-40.19933408,60.3500301750151
HIP 117828,358.4564112,-75.63161024,  242.96, -378.18,  98.43,M...,307.62100371,-40.96778752,10.1595042161942
HIP 31293,98.43325369,-75.63066752, -290.42,  278.52, 114.18,,286.76337354,-27.30741581,8.75810124365038
HIP 31292,98.44808629,-75.62561416, -308.79,  256.54, 119.54,,286.7579124,-27.30347334,8.36540070269366
HIP 100280,305.1024118,-75.57823647, -171.12,  148.89,  25.78,G8V,318.65311503,-31.70328803,38.7897595034911
HIP 100539,305.79268978,-75.55171226,  177.47, -215.96,  11.37,G1V,318.63150632,-31.87642159,87.9507475813545
HIP 73293,224.68330603,-75.54756985,   34.64,  -91.17,  15.64,G5/G6V,310.74969021,-14.64474404,63.9386189258312
HIP 36941,113.90861163,-75.5442087, -124.54,   -9.66,  18.53,F7V,287.43468127,-23.51371068,53.9665407447383
HIP 105612,320.86277076,-75.49407487,   31.19,  105.50,  29.21,G5V,316.93740138,-35.3594285,34.2348510783978
HIP 84421,258.89138725,-75.48198156,    2.35,   -8.44,  10.51,G8IV,317.09086316,-20.53575073,95.1474785918173
HIP 107309,326.01378193,-75.48117467,   40.16,  -27.06,  12.23,F8/G0V,316.07282753,-36.44332287,81.7661488143908
HIP 27957,88.72482663,-75.45915067,    9.23,  105.30,  16.91,G2V,286.64904582,-29.73207346,59.1366055588409
HIP 113229,343.94957092,-75.45609056,-1027.28,-1061.6, 116.02,K,311.99311793,-39.56964551,8.61920358558869
HIP 61233,188.2099177,-75.43462198,  -65.74,  -24.47,  10.47,F3IV/V,301.73496847,-12.60611365,95.5109837631328
HIP 106442,323.39432692,-75.41270825,   47.33,  -49.52,  14.88,G2V,316.60748585,-35.9416537,67.2043010752688
HIP 97008,295.75062918,-75.39780573,  -48.85,   76.94,  10.64,G0V,319.32077784,-29.42688617,93.984962406015
HIP 85297,261.44845797,-75.39714338,  -14.82,  -54.60,  20.59,Kp,317.49926199,-21.05979882,48.5672656629432
HIP 61284,188.37500739,-75.38649443,  -93.26,   13.48,  15.16,K0V,301.77388314,-12.55509377,65.9630606860158
HIP 84001,257.56812203,-75.37659692,   -0.68,   21.78,  12.56,F3V,317.0084488,-20.19523235,79.6178343949044
HIP 11476,37.00735204,-75.37000877, -137.69,  -88.56,  22.11,,295.14959028,-40.26458631,45.2284034373587
HIP 102125,310.43225974,-75.35041089,  151.42, -161.48,  22.95,G1V,318.4447134,-33.04829903,43.5729847494553
HIP 98704,300.70918067,-75.3493386,  -28.30,   13.16,  12.05,F8/G0V,319.18706656,-30.67421098,82.9875518672199
HIP 84988,260.56190159,-75.34753364, -957.24, -253.38,  35.85,G2V,317.43439937,-20.83862808,27.8940027894003
HIP 102128,310.43808085,-75.34598534,  153.68, -170.29,  25.35,G5V,318.44908899,-33.05118038,39.4477317554241
HIP 27852,88.39121206,-75.34405704,   -4.64,   15.01,  10.61,F6V,286.52820422,-29.82859449,94.2507068803016
HIP 75029,229.96838669,-75.328758,  -63.44,  -83.16,  16.52,F6V,312.04071919,-15.15045671,60.5326876513317
HIP 45356,138.64493816,-75.29512024,  -18.82,  -56.19,  11.95,G0IV/V,290.4277852,-17.99562935,83.6820083682008
HIP 84315,258.56088951,-75.279833,   55.95,  -98.67,  27.03,K2V,317.23348701,-20.36265197,36.9959304476508
HIP 106311,322.9755226,-75.26330179,  233.91, -152.91,  12.40,G1/G2V,316.83356523,-35.93433685,80.6451612903226
HIP 74405,228.09836022,-75.25416442,  -74.36,  -72.84,  19.96,G8/K0V:,311.67022889,-14.82967187,50.1002004008016
HIP 87638,268.5234019,-75.2373944,  -54.50, -174.83,  19.21,G2V,318.44585556,-22.62998471,52.0562207183758
HIP 57092,175.5617502,-75.22730303,   43.19,   -5.79,  29.08,G1V,298.46992857,-12.95826539,34.3878954607978
HIP 96186,293.36557676,-75.21153285,  -37.12, -133.83,  15.04,F7/F8V,319.58020953,-28.83582677,66.4893617021277
HIP 69457,213.30509025,-75.20279197,   55.89,   44.65,  17.32,G5V,308.18907944,-13.17221852,57.7367205542725
HIP 53401,163.83403083,-75.19178353,  -60.34,  -63.84,  19.14,F8V,295.58908746,-14.0011229,52.2466039707419
HIP 97623,297.62750417,-75.18112508,   59.17, -200.13,  10.06,G5,319.51198386,-29.92334771,99.403578528827
HIP 52131,159.757616,-75.15749677,  -31.55,    2.94,  10.47,A4V,294.62486915,-14.46500284,95.5109837631328
HIP 71855,220.46744227,-75.13943205,  120.37,  -19.41,  49.15,G5V,309.96155522,-13.79615903,20.3458799593082
